"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2005"	"2005"	"White"	"2106-3"	69	234481	29.4
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2006"	"2006"	"Black or African American"	"2054-5"	10	74031	Unreliable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2006"	"2006"	"White"	"2106-3"	73	233999	31.2
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2007"	"2007"	"White"	"2106-3"	71	232053	30.6
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2008"	"2008"	"White"	"2106-3"	75	228887	32.8
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2009"	"2009"	"White"	"2106-3"	86	226271	38.0
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2010"	"2010"	"White"	"2106-3"	79	222558	35.5
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2011"	"2011"	"Black or African American"	"2054-5"	12	72280	Unreliable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2011"	"2011"	"White"	"2106-3"	65	217046	29.9
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2012"	"2012"	"Black or African American"	"2054-5"	16	72553	Unreliable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2012"	"2012"	"White"	"2106-3"	88	215438	40.8
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2013"	"2013"	"White"	"2106-3"	65	214464	30.3
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2014"	"2014"	"Black or African American"	"2054-5"	11	74331	Unreliable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2014"	"2014"	"White"	"2106-3"	107	211753	50.5
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2015"	"2015"	"White"	"2106-3"	86	208694	41.2
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2016"	"2016"	"Black or African American"	"2054-5"	12	75570	Unreliable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2016"	"2016"	"White"	"2106-3"	75	205339	36.5
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2017"	"2017"	"White"	"2106-3"	105	203053	51.7
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2018"	"2018"	"Black or African American"	"2054-5"	13	75174	Unreliable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2018"	"2018"	"White"	"2106-3"	96	202621	47.4
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2019"	"2019"	"Black or African American"	"2054-5"	15	75024	Unreliable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2019"	"2019"	"White"	"2106-3"	102	202373	50.4
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2020 "	"2020"	"Black or African American"	"2054-5"	14	75458	Unreliable
	"Alabama"	"01"	"Male"	"M"	"35-44 years"	"35-44"	"2020 "	"2020"	"White"	"2106-3"	93	203027	45.8
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"1999"	"1999"	"White"	"2106-3"	67	220012	30.5
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2000"	"2000"	"White"	"2106-3"	67	224184	29.9
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2001"	"2001"	"Black or African American"	"2054-5"	10	68049	Unreliable
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2001"	"2001"	"White"	"2106-3"	57	231429	24.6
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2002"	"2002"	"Black or African American"	"2054-5"	10	70417	Unreliable
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2002"	"2002"	"White"	"2106-3"	64	231551	27.6
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2003"	"2003"	"White"	"2106-3"	76	233545	32.5
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2004"	"2004"	"White"	"2106-3"	79	235425	33.6
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2005"	"2005"	"Black or African American"	"2054-5"	10	76299	Unreliable
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2005"	"2005"	"White"	"2106-3"	78	238988	32.6
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2006"	"2006"	"White"	"2106-3"	80	242960	32.9
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2007"	"2007"	"White"	"2106-3"	79	246065	32.1
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2008"	"2008"	"White"	"2106-3"	95	248457	38.2
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2009"	"2009"	"White"	"2106-3"	101	250542	40.3
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2010"	"2010"	"White"	"2106-3"	106	250831	42.3
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2011"	"2011"	"White"	"2106-3"	88	246852	35.6
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2012"	"2012"	"Black or African American"	"2054-5"	12	78161	Unreliable
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2012"	"2012"	"White"	"2106-3"	103	242514	42.5
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2013"	"2013"	"White"	"2106-3"	104	239311	43.5
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2014"	"2014"	"White"	"2106-3"	95	236505	40.2
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2015"	"2015"	"White"	"2106-3"	98	233703	41.9
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2016"	"2016"	"White"	"2106-3"	116	231901	50.0
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2017"	"2017"	"White"	"2106-3"	110	228395	48.2
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2018"	"2018"	"White"	"2106-3"	73	224258	32.6
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2019"	"2019"	"White"	"2106-3"	87	219737	39.6
	"Alabama"	"01"	"Male"	"M"	"45-54 years"	"45-54"	"2020 "	"2020"	"White"	"2106-3"	82	216388	37.9
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"1999"	"1999"	"White"	"2106-3"	53	158860	33.4
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2000"	"2000"	"White"	"2106-3"	52	160461	32.4
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2001"	"2001"	"White"	"2106-3"	50	163845	30.5
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2002"	"2002"	"White"	"2106-3"	34	172968	19.7
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2003"	"2003"	"White"	"2106-3"	55	179694	30.6
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2004"	"2004"	"White"	"2106-3"	46	186490	24.7
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2005"	"2005"	"White"	"2106-3"	59	192360	30.7
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2006"	"2006"	"White"	"2106-3"	51	198176	25.7
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2007"	"2007"	"White"	"2106-3"	76	203470	37.4
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2008"	"2008"	"White"	"2106-3"	64	207061	30.9
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2009"	"2009"	"Black or African American"	"2054-5"	10	58649	Unreliable
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2009"	"2009"	"White"	"2106-3"	92	211344	43.5
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2010"	"2010"	"White"	"2106-3"	77	215875	35.7
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2011"	"2011"	"White"	"2106-3"	90	222512	40.4
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2012"	"2012"	"White"	"2106-3"	91	222293	40.9
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2013"	"2013"	"White"	"2106-3"	89	223435	39.8
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2014"	"2014"	"White"	"2106-3"	94	224776	41.8
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2015"	"2015"	"White"	"2106-3"	93	227147	40.9
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2016"	"2016"	"White"	"2106-3"	79	229451	34.4
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2017"	"2017"	"White"	"2106-3"	106	231039	45.9
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2018"	"2018"	"White"	"2106-3"	95	232532	40.9
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2019"	"2019"	"White"	"2106-3"	76	233476	32.6
	"Alabama"	"01"	"Male"	"M"	"55-64 years"	"55-64"	"2020 "	"2020"	"White"	"2106-3"	59	233551	25.3
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"1999"	"1999"	"White"	"2106-3"	47	114849	40.9
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2000"	"2000"	"White"	"2106-3"	35	115670	30.3
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2001"	"2001"	"White"	"2106-3"	38	116912	32.5
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2002"	"2002"	"White"	"2106-3"	42	117297	35.8
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2003"	"2003"	"White"	"2106-3"	33	118678	27.8
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2004"	"2004"	"White"	"2106-3"	38	120022	31.7
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2005"	"2005"	"White"	"2106-3"	39	122529	31.8
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2006"	"2006"	"White"	"2106-3"	42	125827	33.4
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2007"	"2007"	"White"	"2106-3"	33	128289	25.7
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2008"	"2008"	"White"	"2106-3"	34	132837	25.6
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2009"	"2009"	"White"	"2106-3"	50	137135	36.5
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2010"	"2010"	"White"	"2106-3"	41	139360	29.4
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2011"	"2011"	"White"	"2106-3"	45	142683	31.5
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2012"	"2012"	"White"	"2106-3"	59	151500	38.9
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2013"	"2013"	"White"	"2106-3"	55	157459	34.9
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2014"	"2014"	"White"	"2106-3"	50	162746	30.7
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2015"	"2015"	"White"	"2106-3"	59	167036	35.3
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2016"	"2016"	"White"	"2106-3"	69	170844	40.4
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2017"	"2017"	"White"	"2106-3"	80	174196	45.9
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2018"	"2018"	"White"	"2106-3"	69	176282	39.1
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2019"	"2019"	"White"	"2106-3"	65	179981	36.1
	"Alabama"	"01"	"Male"	"M"	"65-74 years"	"65-74"	"2020 "	"2020"	"White"	"2106-3"	65	184302	35.3
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"1999"	"1999"	"White"	"2106-3"	32	60147	53.2
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2000"	"2000"	"White"	"2106-3"	32	60673	52.7
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2001"	"2001"	"White"	"2106-3"	26	62100	41.9
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2002"	"2002"	"White"	"2106-3"	39	63518	61.4
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2003"	"2003"	"White"	"2106-3"	27	65000	41.5
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2004"	"2004"	"White"	"2106-3"	33	65897	50.1
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2005"	"2005"	"White"	"2106-3"	30	66956	44.8
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2006"	"2006"	"White"	"2106-3"	32	68242	46.9
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2007"	"2007"	"White"	"2106-3"	29	69461	41.8
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2008"	"2008"	"White"	"2106-3"	26	70600	36.8
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2009"	"2009"	"White"	"2106-3"	35	71408	49.0
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2010"	"2010"	"White"	"2106-3"	38	72282	52.6
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2011"	"2011"	"White"	"2106-3"	40	73913	54.1
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2012"	"2012"	"White"	"2106-3"	35	75196	46.5
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2013"	"2013"	"White"	"2106-3"	43	76928	55.9
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2014"	"2014"	"White"	"2106-3"	30	78835	38.1
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2015"	"2015"	"White"	"2106-3"	34	80210	42.4
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2016"	"2016"	"White"	"2106-3"	43	82072	52.4
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2017"	"2017"	"White"	"2106-3"	40	83785	47.7
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2018"	"2018"	"White"	"2106-3"	33	88065	37.5
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2019"	"2019"	"White"	"2106-3"	46	90536	50.8
	"Alabama"	"01"	"Male"	"M"	"75-84 years"	"75-84"	"2020 "	"2020"	"White"	"2106-3"	56	92941	60.3
	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	"2000"	"2000"	"White"	"2106-3"	13	13808	Unreliable
	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	"2001"	"2001"	"White"	"2106-3"	11	14090	Unreliable
	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	"2002"	"2002"	"White"	"2106-3"	11	14261	Unreliable
	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	"2005"	"2005"	"White"	"2106-3"	14	15597	Unreliable
	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	"2006"	"2006"	"White"	"2106-3"	11	16460	Unreliable
	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	"2007"	"2007"	"White"	"2106-3"	12	17145	Unreliable
	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	"2009"	"2009"	"White"	"2106-3"	16	18420	Unreliable
	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	"2010"	"2010"	"White"	"2106-3"	13	19003	Unreliable
	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	"2013"	"2013"	"White"	"2106-3"	17	21698	Unreliable
	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	"2014"	"2014"	"White"	"2106-3"	13	22320	Unreliable
	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	"2015"	"2015"	"White"	"2106-3"	19	23066	Unreliable
	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	"2016"	"2016"	"White"	"2106-3"	15	23668	Unreliable
	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	"2017"	"2017"	"White"	"2106-3"	16	24317	Unreliable
	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	"2018"	"2018"	"White"	"2106-3"	23	25109	91.6
	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	"2019"	"2019"	"White"	"2106-3"	20	26136	76.5
	"Alabama"	"01"	"Male"	"M"	"85+ years"	"85+"	"2020 "	"2020"	"White"	"2106-3"	16	26613	Unreliable
	"Alaska"	"02"	"Female"	"F"	"25-34 years"	"25-34"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	11	9761	Unreliable
	"Alaska"	"02"	"Female"	"F"	"35-44 years"	"35-44"	"2002"	"2002"	"White"	"2106-3"	10	39442	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"1999"	"1999"	"American Indian or Alaska Native"	"1002-5"	10	8972	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2000"	"2000"	"American Indian or Alaska Native"	"1002-5"	18	9359	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2000"	"2000"	"White"	"2106-3"	19	33242	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2001"	"2001"	"American Indian or Alaska Native"	"1002-5"	10	9815	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2002"	"2002"	"American Indian or Alaska Native"	"1002-5"	17	10212	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2003"	"2003"	"American Indian or Alaska Native"	"1002-5"	16	10682	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2004"	"2004"	"American Indian or Alaska Native"	"1002-5"	17	11071	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2004"	"2004"	"White"	"2106-3"	15	39433	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2005"	"2005"	"American Indian or Alaska Native"	"1002-5"	13	11493	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2005"	"2005"	"White"	"2106-3"	11	40171	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2006"	"2006"	"American Indian or Alaska Native"	"1002-5"	22	11705	188.0
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2006"	"2006"	"White"	"2106-3"	11	40229	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2007"	"2007"	"American Indian or Alaska Native"	"1002-5"	13	11784	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2007"	"2007"	"White"	"2106-3"	10	39754	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2008"	"2008"	"American Indian or Alaska Native"	"1002-5"	18	11757	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2008"	"2008"	"White"	"2106-3"	14	39564	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2009"	"2009"	"American Indian or Alaska Native"	"1002-5"	18	11629	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2009"	"2009"	"White"	"2106-3"	12	36861	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2010"	"2010"	"American Indian or Alaska Native"	"1002-5"	23	11487	200.2
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2010"	"2010"	"White"	"2106-3"	16	37821	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2011"	"2011"	"American Indian or Alaska Native"	"1002-5"	16	11492	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2011"	"2011"	"White"	"2106-3"	13	38274	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	20	11424	175.1
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2012"	"2012"	"White"	"2106-3"	13	39421	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	19	11123	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2013"	"2013"	"White"	"2106-3"	17	41630	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2014"	"2014"	"White"	"2106-3"	20	41196	48.5
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	22	11068	198.8
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2015"	"2015"	"White"	"2106-3"	16	41032	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	18	11021	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2016"	"2016"	"White"	"2106-3"	17	37783	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	19	10789	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2017"	"2017"	"White"	"2106-3"	16	36034	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	20	10577	189.1
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2018"	"2018"	"White"	"2106-3"	13	34748	Unreliable
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	25	10440	239.5
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2019"	"2019"	"White"	"2106-3"	21	33760	62.2
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2020 "	"2020"	"American Indian or Alaska Native"	"1002-5"	22	10519	209.1
	"Alaska"	"02"	"Male"	"M"	"15-24 years"	"15-24"	"2020 "	"2020"	"White"	"2106-3"	13	33267	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2002"	"2002"	"White"	"2106-3"	11	33034	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2003"	"2003"	"White"	"2106-3"	10	32562	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2004"	"2004"	"White"	"2106-3"	15	32857	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2005"	"2005"	"American Indian or Alaska Native"	"1002-5"	10	7061	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2007"	"2007"	"White"	"2106-3"	17	34822	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2008"	"2008"	"American Indian or Alaska Native"	"1002-5"	11	7684	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2008"	"2008"	"White"	"2106-3"	15	36239	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2009"	"2009"	"White"	"2106-3"	15	37022	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2010"	"2010"	"White"	"2106-3"	15	39406	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2011"	"2011"	"White"	"2106-3"	15	40214	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	10	8959	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2012"	"2012"	"White"	"2106-3"	19	42227	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	13	9260	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2013"	"2013"	"White"	"2106-3"	26	44285	58.7
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	15	9525	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2014"	"2014"	"White"	"2106-3"	20	45720	43.7
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	10	9898	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2015"	"2015"	"White"	"2106-3"	17	46441	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	18	10406	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2016"	"2016"	"White"	"2106-3"	16	44934	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	14	10467	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2017"	"2017"	"White"	"2106-3"	22	44494	49.4
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	15	10480	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2018"	"2018"	"White"	"2106-3"	21	43220	48.6
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	17	10407	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2019"	"2019"	"White"	"2106-3"	19	42559	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2020 "	"2020"	"American Indian or Alaska Native"	"1002-5"	19	10377	Unreliable
	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	"2020 "	"2020"	"White"	"2106-3"	18	41903	Unreliable
	"Alaska"	"02"	"Male"	"M"	"35-44 years"	"35-44"	"1999"	"1999"	"White"	"2106-3"	13	47259	Unreliable
	"Alaska"	"02"	"Male"	"M"	"35-44 years"	"35-44"	"2000"	"2000"	"American Indian or Alaska Native"	"1002-5"	10	7933	Unreliable
	"Alaska"	"02"	"Male"	"M"	"35-44 years"	"35-44"	"2000"	"2000"	"White"	"2106-3"	19	45495	Unreliable
